Uniprot	Histones	Absolute quantification accuracy	Length	Mass	Chromatome	Unique_razor_pept	Total_pept	Copy number Chromatome	protein_group
NaN		low	664	75.994	NaN	2	2	0	Q8WU17
NaN		medium	2542	269.458	NaN	3	3	0	Q8IWZ3
NaN		low	718	76.037	NaN	1	1	0	Q6T4P5
NaN		low	1331	148.167	NaN	1	1	0	Q9UHC6
NaN		low	577	65.373	NaN	1	1	0	Q86T90
NaN		medium	1939	223.071	NaN	2	3	0	Q9Y623
NaN		low	847	95.751	NaN	1	1	0	Q8N475
NaN		low	1647	183.303	NaN	2	2	0	Q8WXG6
NaN		low	1192	124.674	NaN	1	1	0	Q99490
NaN		medium	4563	515.605	NaN	5	5	0	P04114
NaN		low	1016	113.928	NaN	1	1	0	Q9UPR3
NaN		low	1480	168.142	NaN	1	1	0	P13569
NaN		low	2139	238.179	NaN	1	1	0	P0C091
NaN		low	1179	130.848	NaN	1	1	0	P56199
NaN		high	517	56.381	NaN	18	20	0	P05091
NaN		low	91	9.937	NaN	2	2	0	Q9Y4Y9
NaN		high	201	22.844	NaN	8	8	0	Q8WUK0
NaN		high	404	42.979	NaN	9	11	0	P10588
NaN		high	516	56.897	NaN	14	14	0	O43824
NaN		low	74	8.376	NaN	2	2	0	Q86WW8
NaN		high	625	71.105	NaN	15	17	0	Q6ISB3
NaN		medium	213	23.539	NaN	4	4	0	O14735
NaN		high	618	70.113	NaN	8	10	0	Q9NZI5
NaN		medium	508	56.778	NaN	5	5	0	Q92575
NaN		low	165	18.822	NaN	2	2	0	Q5BJH2
NaN		medium	350	40.283	NaN	4	4	0	Q12792
NaN		medium	359	40.623	NaN	4	4	0	O94992
NaN		medium	817	90.314	NaN	6	7	0	Q92796
NaN		medium	406	46.238	NaN	3	3	0	Q96GC9
NaN		medium	439	49.452	NaN	4	4	0	P29083
NaN		medium	427	47.47	NaN	4	4	0	Q9Y606
NaN		medium	519	58.471	NaN	4	5	0	O60749
NaN		low	227	26.499	NaN	2	2	0	O95619
NaN		low	364	39.202	NaN	2	2	0	Q6NTF9
NaN		medium	644	73.481	NaN	4	4	0	Q9P0U3
NaN		low	275	30.438	NaN	2	2	0	Q9BRP0
NaN		low	544	61.555	NaN	2	2	0	Q9UK59
NaN		medium	2696	296.652	NaN	4	5	0	Q96L73
NaN		high	4377	480.41	NaN	10	10	0	Q12955
NaN		low	476	52.568	NaN	1	1	0	Q96DF8
NaN		low	1522	170.679	NaN	2	2	0	Q92547
NaN		low	449	49.202	NaN	1	1	0	O43934
NaN		low	931	98.919	NaN	1	1	0	Q969V6
NaN		low	632	71.524	NaN	1	1	0	F8WBI6
NaN		low	872	96.838	NaN	1	1	0	Q8NDZ2
NaN		low	1124	125.099	NaN	1	1	0	P52333
NaN		low	1585	172.656	NaN	1	1	0	O60241
NaN		medium	121	13.389	NaN	3	4	0	O43768
NaN		medium	689	74.355	NaN	6	6	0	Q7L2J0
NaN		medium	472	49.148	NaN	3	4	0	P55317
NaN		medium	437	49.192	NaN	4	4	0	Q9H0U9
NaN		medium	461	53.304	NaN	4	5	0	Q92903
NaN		medium	335	37.382	NaN	3	3	0	Q96BN2
NaN		high	1047	118.583	NaN	8	9	0	O75110
NaN		medium	673	71.277	NaN	4	4	0	O43524
NaN		medium	733	81.856	NaN	5	5	0	Q9HCM4
NaN		medium	539	58.027	NaN	3	3	0	O15156
NaN		low	285	32.762	NaN	2	2	0	Q56P03
NaN		medium	346	36.955	NaN	3	3	0	Q15853
NaN		low	471	53.672	NaN	2	2	0	Q9H6A0
NaN		medium	749	84.052	NaN	3	3	0	Q14244
NaN		low	394	44.518	NaN	1	1	0	Q6UXV0
NaN		medium	3075	337.084	NaN	3	3	0	P25391
NaN		high	286	32.923	NaN	9	12	0	P52907
NaN		high	193	20.567	NaN	8	8	0	P21291
NaN		high	383	42.07	NaN	12	12	0	Q9H6Y2
NaN		medium	193	21.732	NaN	5	5	0	Q92572
NaN		high	744	82.594	NaN	30	31	0	P46459
NaN		medium	483	55.756	NaN	12	17	0	Q92599
NaN		high	372	40.95	NaN	10	10	0	O15143
NaN		high	280	31.791	NaN	10	10	0	Q9H3N1
NaN		high	457	49.845	NaN	11	11	0	Q9NR12
NaN		medium	258	29.062	NaN	6	6	0	O75822
NaN		high	652	70.755	NaN	15	15	0	Q13492
NaN		high	452	51.419	NaN	11	11	0	Q13418
NaN		high	558	61.729	NaN	10	10	0	Q9NUQ6
NaN		high	1630	174.885	NaN	24	26	0	Q14160
NaN		high	1748	195.459	NaN	27	27	0	Q07157
NaN		high	1030	115.281	NaN	17	17	0	O14974
NaN		high	393	45.374	NaN	9	9	0	O60870
NaN		medium	209	23.424	NaN	4	4	0	Q8TEA8
NaN		high	676	77.505	NaN	10	10	0	Q05655
NaN		high	1035	119.032	NaN	13	13	0	Q86UV5
NaN		high	671	76.024	NaN	9	9	0	Q96C24
NaN		high	596	67.611	NaN	8	8	0	Q96AX1
NaN		low	163	18.235	NaN	2	2	0	Q9BQB6
NaN		high	986	111.543	NaN	13	13	0	Q92974
NaN		medium	507	55.3	NaN	5	5	0	Q9Y6M5
NaN		medium	451	49.742	NaN	4	4	0	Q6IQ49
NaN		medium	735	83.382	NaN	6	6	0	Q9UPT5
NaN		medium	299	33.631	NaN	3	3	0	Q92600
NaN		medium	465	50.312	NaN	5	5	0	Q6VEQ5
NaN		low	139	16.111	NaN	1	1	0	Q8WUH1
NaN		medium	348	38.972	NaN	3	3	0	O75764
NaN		low	149	16.829	NaN	1	1	0	Q9NRP0
NaN		medium	1479	165.275	NaN	7	7	0	Q92626
NaN		low	415	47.138	NaN	1	2	0	Q8N5F7
NaN		high	7570	860.662	NaN	26	26	0	Q03001
NaN		medium	2174	239.297	NaN	7	7	0	Q9UHV7
NaN		medium	941	107.837	NaN	3	3	0	Q9H270
NaN		low	523	56.579	NaN	2	2	0	Q9Y6G9
NaN		medium	2442	265.351	NaN	6	6	0	Q92793
NaN		medium	3056	350.687	NaN	6	6	0	Q13315
NaN		low	631	73.91	NaN	1	1	0	Q9H4E7
NaN		low	321	35.892	NaN	1	1	0	Q9UGF5
NaN		low	743	84.419	NaN	1	1	0	Q7L7V1
NaN		low	673	71.791	NaN	1	1	0	O60299
NaN		low	601	67.689	NaN	1	1	0	Q96SZ6
NaN		low	778	88.569	NaN	1	1	0	Q6NUN7
NaN		medium	258	27.335	NaN	4	4	0	Q9UKY7
NaN		high	461	51.026	NaN	12	14	0	P31146
NaN		high	352	39.595	NaN	8	8	0	Q9NYL9
NaN		high	669	76.097	NaN	13	13	0	O96005
NaN		medium	212	24.702	NaN	5	5	0	Q9BUL8
NaN		high	1162	129.588	NaN	19	19	0	Q9UNY4
NaN		high	1907	213.702	NaN	29	29	0	Q5JRA6
NaN		low	79	9.46	NaN	1	1	0	Q9NRP2
NaN		medium	318	35.661	NaN	3	3	0	P03886
NaN		low	347	36.877	NaN	2	2	0	P23511
NaN		low	132	14.205	NaN	1	1	0	A8MUN3
NaN		medium	372	41.182	NaN	3	3	0	Q9BYG5
NaN		medium	479	53.602	NaN	4	4	0	Q9NX61
NaN		medium	567	64.26	NaN	5	5	0	Q6NXT6
NaN		medium	601	63.853	NaN	3	4	0	Q9NRR5
NaN		low	74	8.294	NaN	1	1	0	Q9NRX6
NaN		low	297	32.62	NaN	2	2	0	Q14249
NaN		low	294	33.765	NaN	2	2	0	Q6P1S2
NaN		medium	465	52.569	NaN	3	3	0	Q9Y5X2
NaN		medium	392	43.747	NaN	3	3	0	P15529
NaN		medium	1173	136.403	NaN	6	6	0	Q2M389
NaN		medium	832	94.405	NaN	3	3	0	Q5VIR6
NaN		low	348	38.499	NaN	1	1	0	P40121
NaN		low	334	37.329	NaN	1	1	0	O60911
NaN		low	2099	238.529	NaN	1	2	0	Q8NF50
NaN		low	1435	162.61	NaN	1	1	0	A2PYH4
NaN		low	1476	164.809	NaN	1	1	0	A6NC98
NaN		medium	142	16.786	NaN	3	3	0	P83876
NaN		low	87	9.263	NaN	1	1	0	Q14802
NaN		low	153	17.371	NaN	1	2	0	Q9P0S3
NaN		medium	330	35.379	NaN	4	4	0	P31276
NaN		medium	558	63.147	NaN	5	5	0	P06744
NaN		medium	491	53.837	NaN	4	4	0	P22570
NaN		medium	322	32.977	NaN	3	3	0	Q7LFL8
NaN		medium	552	60.878	NaN	5	5	0	Q8WTV0
NaN		low	379	42.516	NaN	2	2	0	Q8TBM8
NaN		low	597	68.557	NaN	2	2	0	O60942
NaN		low	1032	115.931	NaN	1	1	0	Q9BWT7
NaN		medium	112	12.323	NaN	2	3	0	P56211
NaN		low	193	22.017	NaN	2	2	0	P59780
NaN		low	1342	148.098	NaN	2	2	0	P21860
NaN		medium	206	22.168	NaN	6	7	0	P20290
NaN		high	1025	117.349	NaN	20	20	0	Q9UIQ6
NaN		high	1631	184.699	NaN	25	27	0	Q86VI3
NaN		medium	253	28.295	NaN	6	6	0	P48509
NaN		high	596	65.414	NaN	8	8	0	P49116
NaN		medium	341	37.671	NaN	4	5	0	Q96PU8
NaN		high	611	69.151	NaN	8	8	0	P23588
NaN		medium	346	39.436	NaN	3	3	0	Q9NWY4
NaN		medium	454	52.536	NaN	4	4	0	O43293
NaN		medium	873	98.098	NaN	6	6	0	Q9UKY1
NaN		low	461	53.724	NaN	2	2	0	O75072
NaN		low	2028	228.23	NaN	1	1	0	Q9P219
NaN		medium	178	20.547	NaN	4	4	0	O15145
NaN		medium	538	57.742	NaN	7	7	0	Q92692
NaN		high	770	86.943	NaN	10	10	0	P05067
NaN		medium	538	60.619	NaN	7	7	0	Q69YN2
NaN		medium	901	104.205	NaN	7	7	0	Q01968
NaN		medium	985	107.34	NaN	5	5	0	Q5JTZ9
NaN		medium	944	103.077	NaN	5	5	0	Q9H3U1
NaN		low	464	53.284	NaN	1	1	0	P49336
NaN		low	622	75.583	NaN	1	1	0	A0A1B0GV03
NaN		high	234	26.077	NaN	8	8	0	Q14696
NaN		high	728	80.059	NaN	13	13	0	P05165
NaN		low	158	18.042	NaN	2	2	0	P24666
NaN		medium	510	56.504	NaN	4	4	0	Q8N2W9
NaN		medium	609	67.315	NaN	3	3	0	Q9BSJ5
NaN		low	620	67.889	NaN	1	1	0	Q4ZIN3
NaN		low	95	10.4	NaN	2	2	0	P25815
NaN		high	1194	135.196	NaN	16	16	0	O75054
NaN		medium	660	71.966	NaN	6	6	0	Q8NHV4
NaN		low	504	54.462	NaN	2	2	0	P46937
NaN		low	390	43.935	NaN	1	1	0	O75900
NaN		low	1133	127.785	NaN	1	1	0	Q9NW08
NaN		medium	417	45.143	NaN	7	7	0	Q86VY4
NaN		medium	520	57.892	NaN	5	5	0	Q8TBB5
NaN		high	970	106.683	NaN	8	8	0	Q9P107
NaN		medium	1099	120.696	NaN	3	3	0	Q15032
NaN		low	281	33.356	NaN	1	1	0	A1L3X0
NaN		low	603	69.932	NaN	2	2	0	Q13496
NaN		high	466	53.652	NaN	44	53	0	P08670
NaN		high	319	35.883	NaN	17	18	0	P09525
NaN		medium	126	14.875	NaN	6	6	0	Q9BRT2
NaN		high	2364	274.609	NaN	95	106	0	Q01082
NaN		high	727	79.468	NaN	27	27	0	P28331
NaN		high	427	45.2	NaN	17	17	0	P24752
NaN		medium	892	103.058	NaN	20	34	0	P12814
NaN		high	563	61.719	NaN	19	19	0	P30038
NaN		high	439	49.902	NaN	16	16	0	Q9Y305
NaN		high	587	66.967	NaN	22	22	0	Q9NTJ5
NaN		high	368	42.033	NaN	12	12	0	Q9Y2S7
NaN		high	505	54.39	NaN	19	20	0	P50995
NaN		high	541	60.542	NaN	17	17	0	Q6DD88
NaN		high	993	111.759	NaN	27	27	0	Q8N766
NaN		high	280	31.63	NaN	12	12	0	P21912
NaN		high	344	38.964	NaN	10	10	0	Q8NBM4
NaN		high	953	107.142	NaN	27	27	0	P53618
NaN		high	346	39.25	NaN	9	9	0	O15160
NaN		low	1267	139.439	NaN	1	31	0	Q5JPE7
NaN		high	889	101.196	NaN	18	21	0	Q9BZF1
NaN		high	353	38.638	NaN	8	8	0	Q6IN84
NaN		medium	252	28.228	NaN	7	7	0	O43291
NaN		high	522	53.255	NaN	11	11	0	P37198
NaN		medium	266	30.338	NaN	5	5	0	Q9Y287
NaN		medium	180	20.274	NaN	5	5	0	O43617
NaN		high	904	100.455	NaN	16	17	0	Q12959
NaN		medium	350	38.438	NaN	7	7	0	Q9Y3F4
NaN		high	1593	182.775	NaN	38	38	0	Q8NI27
NaN		low	103	11.967	NaN	2	2	0	Q99417
NaN		high	622	71.159	NaN	11	13	0	Q8NCL4
NaN		high	524	58.113	NaN	12	12	0	P07602
NaN		medium	324	37.025	NaN	5	5	0	P51665
NaN		high	419	48.162	NaN	11	12	0	Q9Y6E2
NaN		medium	253	28.772	NaN	5	6	0	Q9Y696
NaN		medium	205	24.14	NaN	4	4	0	Q9H081
NaN		medium	144	16.46	NaN	3	3	0	P47813
NaN		medium	192	21.542	NaN	4	4	0	Q9BY50
NaN		medium	361	40.684	NaN	6	7	0	Q9NV96
NaN		high	808	87.218	NaN	12	12	0	Q03518
NaN		low	120	13.188	NaN	2	2	0	Q96A57
NaN		high	699	79.58	NaN	11	11	0	Q9UKM7
NaN		high	560	63.133	NaN	8	8	0	Q9NY61
NaN		medium	431	49.223	NaN	7	7	0	P55010
NaN		medium	200	22.221	NaN	3	3	0	Q15528
NaN		medium	376	41.626	NaN	7	7	0	Q8NEW0
NaN		medium	180	20.324	NaN	3	3	0	P53801
NaN		medium	312	34.746	NaN	4	4	0	Q99747
NaN		medium	329	37.607	NaN	4	4	0	Q9Y5K5
NaN		medium	526	59.634	NaN	6	6	0	Q9UK58
NaN		medium	268	29.08	NaN	4	4	0	Q96G25
NaN		low	81	9.072	NaN	1	1	0	Q15843
NaN		medium	375	42.233	NaN	4	4	0	A8MXV4
NaN		high	708	81.853	NaN	8	8	0	O00471
NaN		high	1369	155.236	NaN	13	13	0	Q7Z478
NaN		low	91	10.758	NaN	1	1	0	Q9HD34
NaN		medium	203	23.363	NaN	3	3	0	Q15041
NaN		low	314	34.435	NaN	2	2	0	Q5BJH7
NaN		low	426	47.946	NaN	1	5	0	P28347
NaN		medium	266	30.504	NaN	3	3	0	Q9Y580
NaN		high	981	108.916	NaN	9	9	0	Q9HC35
NaN		high	2376	266.939	NaN	23	23	0	A5YKK6
NaN		medium	744	82.31	NaN	4	4	0	Q9H9A5
NaN		medium	317	35.808	NaN	3	3	0	O00214
NaN		medium	748	85.473	NaN	5	5	0	P49589
NaN		medium	963	107.496	NaN	6	6	0	Q9P0V3
NaN		high	1824	206.804	NaN	14	14	0	P55196
NaN		medium	793	93.231	NaN	6	6	0	Q05682
NaN		medium	459	51.581	NaN	3	3	0	P03905
NaN		medium	711	75.556	NaN	4	4	0	Q4KMQ1
NaN		medium	401	40.569	NaN	2	3	0	P50219
NaN		medium	768	88.93	NaN	5	5	0	Q13618
NaN		medium	796	88.814	NaN	4	4	0	Q9BWU0
NaN		medium	726	80.685	NaN	4	4	0	O60563
NaN		medium	581	66.146	NaN	4	4	0	Q15650
NaN		medium	995	113.088	NaN	6	6	0	Q75QN2
NaN		medium	548	61.19	NaN	3	4	0	Q96FN4
NaN		medium	490	54.705	NaN	3	3	0	Q8IV08
NaN		low	869	97.746	NaN	1	6	0	Q9UQ16
NaN		low	492	55.065	NaN	1	3	0	Q6K0P9
NaN		medium	533	57.648	NaN	3	3	0	P57057
NaN		low	163	17.631	NaN	1	1	0	Q8N5L8
NaN		low	278	31.725	NaN	2	2	0	Q9H2K0
NaN		low	864	97.408	NaN	1	5	0	Q05193
NaN		high	2225	242.984	NaN	8	8	0	P27708
NaN		low	299	35.301	NaN	2	2	0	O75845
NaN		low	495	54.568	NaN	2	2	0	Q9H9S5
NaN		medium	1023	112.676	NaN	4	4	0	Q69YH5
NaN		low	158	16.226	NaN	1	1	0	Q6NZ67
NaN		medium	725	83.639	NaN	3	3	0	Q5VZE5
NaN		low	244	27.083	NaN	1	1	0	Q9BSR8
NaN		low	230	25.152	NaN	1	1	0	P98173
NaN		medium	1820	210.629	NaN	6	6	0	Q96Q89
NaN		low	520	59.609	NaN	1	1	0	Q16875
NaN		low	327	37.406	NaN	1	1	0	Q9UBV7
NaN		low	1170	129.986	NaN	2	2	0	Q96EV2
NaN		low	318	36.521	NaN	1	1	0	Q9H8P0
NaN		low	440	50.802	NaN	1	1	0	Q8N9S9
NaN		low	397	44.798	NaN	1	1	0	Q8WW22
NaN		low	1009	115.875	NaN	2	2	0	Q14289
NaN		medium	1732	197.307	NaN	3	3	0	Q5VT25
NaN		low	1317	152.011	NaN	2	2	0	Q96L93
NaN		low	334	38.698	NaN	1	1	0	Q9BXA5
NaN		low	400	46.135	NaN	1	1	0	Q5JVX7
NaN		medium	1701	197.344	NaN	3	3	0	Q9P1Z9
NaN		low	1445	162.003	NaN	2	2	0	P23470
NaN		low	551	60.315	NaN	1	1	0	O95199
NaN		low	507	55.645	NaN	1	1	0	Q13064
NaN		low	437	51.008	NaN	1	1	0	Q8N4T0
NaN		low	2458	276.541	NaN	1	2	0	O00763
NaN		low	772	87.002	NaN	1	1	0	Q9H159
NaN		low	893	100.679	NaN	1	1	0	Q8TEA7
NaN		low	375	41.793	NaN	2	25	0	P63261
NaN		high	361	41.487	NaN	16	16	0	Q15019
NaN		medium	195	19.529	NaN	5	5	0	P49006
NaN		medium	134	15.33	NaN	5	5	0	P00167
NaN		low	128	14.728	NaN	1	6	0	P62987
NaN		high	944	106.874	NaN	32	32	0	Q14697
NaN		medium	127	14.216	NaN	4	4	0	P0C7P0
NaN		medium	132	14.653	NaN	3	3	0	Q8N8J7
NaN		high	962	107.895	NaN	20	20	0	O60763
NaN		high	518	57.471	NaN	10	10	0	Q96SY0
NaN		high	633	72.61	NaN	13	15	0	Q14435
NaN		high	558	63.243	NaN	10	10	0	O95870
NaN		high	710	81.463	NaN	12	12	0	Q9NYY8
NaN		low	90	10.394	NaN	2	2	0	Q49B96
NaN		medium	122	14.332	NaN	2	3	0	P0DPB5
NaN		medium	291	32.844	NaN	4	5	0	O95983
NaN		medium	393	43.807	NaN	5	5	0	Q8NBI6
NaN		medium	346	39.543	NaN	5	5	0	Q8WVM0
NaN		medium	350	38.248	NaN	4	4	0	Q9GZM5
NaN		high	1303	140.257	NaN	11	11	0	Q9UPT8
NaN		medium	407	46.121	NaN	4	4	0	A6NJ78
NaN		medium	356	40.74	NaN	4	4	0	Q7Z2E3
NaN		low	107	12.433	NaN	1	1	0	Q9HCU8
NaN		medium	579	63.066	NaN	6	6	0	O00519
NaN		medium	310	33.538	NaN	3	3	0	P22415
NaN		low	99	11.168	NaN	1	1	0	Q5MJ08
NaN		medium	549	60.909	NaN	5	5	0	O00400
NaN		medium	426	46.739	NaN	3	3	0	Q6PI47
NaN		low	208	23.663	NaN	2	2	0	Q9BUE0
NaN		medium	502	55.262	NaN	3	3	0	Q86WB0
NaN		medium	817	89.787	NaN	5	5	0	P22735
NaN		medium	729	80.362	NaN	4	5	0	Q92560
NaN		medium	591	66.51	NaN	4	4	0	Q8N8S7
NaN		low	438	47.623	NaN	2	2	0	Q13286
NaN		medium	409	46.672	NaN	3	3	0	Q9UG56
NaN		low	319	35.646	NaN	2	2	0	Q6PK18
NaN		medium	1336	152.615	NaN	5	6	0	Q8NHM5
NaN		low	346	35.971	NaN	2	2	0	O95274
NaN		low	356	40.067	NaN	2	2	0	Q9H410
NaN		low	276	31.129	NaN	1	1	0	O15194
NaN		medium	613	69.082	NaN	3	3	0	Q9Y6X3
NaN		low	218	25.712	NaN	1	1	0	P09488
NaN		medium	1527	169.343	NaN	5	5	0	O15438
NaN		low	428	47.019	NaN	1	1	0	P01854
NaN		low	1271	140.519	NaN	2	5	0	Q9UPN6
NaN		low	393	43.928	NaN	2	2	0	O60512
NaN		low	362	37.758	NaN	1	1	0	Q9H1K6
NaN		low	587	65.922	NaN	1	2	0	P31152
NaN		low	315	35.16	NaN	1	1	0	Q8NGG1
NaN		medium	1279	139.729	NaN	3	3	0	Q12770
NaN		low	549	61.104	NaN	1	1	0	Q14296
NaN		low	954	105.938	NaN	2	2	0	Q9NZC9
NaN		low	1120	124.395	NaN	2	2	0	Q12986
NaN		low	1050	119.658	NaN	2	2	0	Q9BQF6
NaN		low	320	35.163	NaN	1	1	0	Q9BXD5
NaN		low	738	85.457	NaN	1	1	0	P51523
NaN		low	591	62.399	NaN	1	1	0	Q76KD6
NaN		low	1042	114.952	NaN	1	1	0	Q9Y4D2
NaN		low	919	104.749	NaN	1	1	0	O43909
NaN		low	2603	274.258	NaN	2	2	0	O75179
NaN		low	888	98.12	NaN	1	1	0	Q96EN8
NaN		low	1393	152.755	NaN	1	1	0	Q9BWH6
NaN		high	505	56.64	NaN	16	16	0	Q9UHG3
NaN		high	649	71.429	NaN	14	14	0	Q16643
NaN		medium	229	25.764	NaN	6	6	0	Q9BRX8
NaN		high	621	70.353	NaN	13	13	0	Q9NVH0
NaN		high	1905	214.824	NaN	32	32	0	A3KMH1
NaN		low	628	64.417	NaN	6	20	0	P12035
NaN		medium	314	34.932	NaN	5	5	0	P16422
NaN		high	681	75.585	NaN	10	13	0	Q6NXG1
NaN		high	751	83.471	NaN	16	16	0	Q96RP9
NaN		medium	521	57.887	NaN	4	6	0	O00629
NaN		low	176	19.125	NaN	2	2	0	Q969L2
NaN		high	817	89.334	NaN	12	12	0	Q96SB3
NaN		low	158	17.271	NaN	1	2	0	Q96K17
NaN		medium	523	58.689	NaN	7	7	0	Q5JPH6
NaN		medium	372	41.999	NaN	3	3	0	Q96NB3
NaN		medium	467	52.306	NaN	2	3	0	Q15796
NaN		medium	630	70.811	NaN	5	5	0	P13797
NaN		low	399	45.778	NaN	2	2	0	Q99551
NaN		low	412	42.696	NaN	2	2	0	Q96ES6
NaN		low	2997	335.927	NaN	6	13	0	Q9P2D1
NaN		low	461	52.085	NaN	2	2	0	Q9H173
NaN		low	408	46.09	NaN	2	2	0	Q9H3H5
NaN		low	761	87.704	NaN	2	2	0	O43422
NaN		low	621	71.814	NaN	1	1	0	Q96EK5
NaN		low	345	38.779	NaN	1	1	0	Q99933
NaN		low	736	82.803	NaN	2	2	0	Q9BWT3
NaN		low	1223	132.308	NaN	1	1	0	Q6ZS17
NaN		high	574	63.923	NaN	12	12	0	Q14534
NaN		medium	528	57.46	NaN	4	4	0	Q9H0R6
NaN		low	1069	121.341	NaN	2	2	0	Q6ZW49
NaN		low	1249	134.75	NaN	2	2	0	Q9P1Y5
NaN		high	2472	284.539	NaN	128	128	0	Q13813
NaN		high	227	24.68	NaN	11	11	0	Q92520
NaN		high	211	23.354	NaN	10	10	0	O00161
NaN		medium	355	40.451	NaN	8	12	0	P04899
NaN		high	622	71.636	NaN	21	21	0	Q8NBJ5
NaN		high	798	88.415	NaN	22	22	0	P05556
NaN		high	440	49.185	NaN	8	8	0	P62191
NaN		high	466	51.463	NaN	8	8	0	Q13505
NaN		high	1051	116.612	NaN	18	18	0	P26006
NaN		medium	510	56.548	NaN	6	6	0	Q96GM8
NaN		medium	284	30.381	NaN	6	6	0	Q9UBV8
NaN		high	606	66.194	NaN	8	8	0	O75083
NaN		medium	278	30.914	NaN	4	4	0	O15120
NaN		medium	336	38.629	NaN	4	4	0	Q9Y5Y5
NaN		medium	240	27.407	NaN	3	3	0	Q8IZP2
NaN		high	568	63.515	NaN	8	8	0	Q6PML9
NaN		medium	396	41.307	NaN	3	3	0	P78381
NaN		medium	412	47.907	NaN	5	5	0	O43463
NaN		medium	302	33.403	NaN	3	3	0	P56962
NaN		medium	492	54.084	NaN	4	4	0	P11166
NaN		medium	971	110.538	NaN	7	7	0	Q8IWR0
NaN		medium	403	44.13	NaN	3	3	0	Q92968
NaN		medium	578	66.666	NaN	3	4	0	Q8N4A0
NaN		low	167	19.458	NaN	1	1	0	Q9Y3C8
NaN		medium	1845	204.291	NaN	5	5	0	Q5VYK3
NaN		medium	1849	206.887	NaN	4	4	0	O14981
NaN		low	824	92.241	NaN	2	2	0	Q9UHI6
NaN		low	1187	133.65	NaN	2	2	0	P29597
NaN		low	675	74.51	NaN	1	1	0	Q86YR5
NaN		low	1108	121.787	NaN	1	1	0	Q8N3T6
NaN		low	1140	132.965	NaN	1	1	0	Q8NB25
NaN		low	274	29.668	NaN	2	12	0	P47985
NaN		high	186	21.539	NaN	6	8	0	Q9NVJ2
NaN		medium	297	34.18	NaN	6	6	0	Q12846
NaN		high	503	56.806	NaN	14	14	0	Q16850
NaN		medium	1253	145.182	NaN	19	29	0	Q7L576
NaN		low	140	16.131	NaN	2	2	0	Q5EBL8
NaN		medium	336	37.655	NaN	3	5	0	Q99496
NaN		low	381	44.349	NaN	1	9	0	Q58FF8
NaN		medium	213	24.377	NaN	3	3	0	O00559
NaN		medium	178	20.368	NaN	3	3	0	P61599
NaN		low	56	6.677	NaN	1	1	0	P62273
NaN		low	185	21.252	NaN	2	2	0	Q9UM13
NaN		medium	622	70.861	NaN	6	7	0	Q8IUH4
NaN		low	188	19.67	NaN	2	2	0	Q5SRD1
NaN		medium	251	27.559	NaN	3	3	0	P49447
NaN		high	658	71.673	NaN	7	8	0	P52569
NaN		medium	315	35.81	NaN	3	3	0	Q5VV52
NaN		medium	381	43.958	NaN	4	4	0	Q7Z6M4
NaN		medium	780	85.018	NaN	4	6	0	P17858
NaN		low	311	35.919	NaN	2	2	0	Q9NWW5
NaN		medium	433	47.007	NaN	3	3	0	Q96JN0
NaN		medium	795	88.235	NaN	6	6	0	Q9UQ90
NaN		low	289	33.688	NaN	2	2	0	Q9NZ63
NaN		low	106	12.249	NaN	1	1	0	Q9UII2
NaN		medium	1212	131.447	NaN	7	7	0	P55011
NaN		low	382	40.428	NaN	2	2	0	Q6DD87
NaN		low	293	35.216	NaN	2	2	0	Q15800
NaN		low	374	39.936	NaN	1	1	0	Q6P6B1
NaN		medium	973	110.186	NaN	5	5	0	Q9P253
NaN		low	160	17.779	NaN	1	1	0	O95562
NaN		low	482	55.866	NaN	1	1	0	P86791
NaN		low	346	39.038	NaN	1	1	0	P50613
NaN		low	672	76.655	NaN	2	2	0	Q96NG3
NaN		low	430	49.482	NaN	1	1	0	Q8NDZ4
NaN		low	524	56.905	NaN	1	1	0	Q8IZ20
NaN		low	788	85.238	NaN	1	1	0	P49321
NaN		low	1101	128.761	NaN	1	1	0	Q8NCX0
NaN		low	895	100.163	NaN	1	1	0	Q8WYP3
NaN		low	720	76.645	NaN	1	1	0	Q9NYZ3
NaN		low	1624	173.435	NaN	1	1	0	Q8N2S1
NaN		low	678	77.455	NaN	3	23	0	Q13948
NaN		low	125	14.523	NaN	2	2	0	P36954
NaN		medium	409	46.432	NaN	6	6	0	O75063
NaN		medium	329	35.833	NaN	5	5	0	Q9Y256
NaN		high	706	80.124	NaN	11	11	0	Q8IWA5
NaN		low	261	29.322	NaN	2	2	0	Q6NS38
NaN		medium	1180	132.024	NaN	6	6	0	Q9BXT4
NaN		low	440	46.289	NaN	2	2	0	Q8TF74
NaN		medium	721	82.171	NaN	3	4	0	Q9Y608
NaN		high	479	54.022	NaN	16	16	0	Q9BTU6
NaN		medium	279	31.513	NaN	7	7	0	P54709
NaN		low	124	13.735	NaN	2	2	0	O14907
NaN		medium	224	24.81	NaN	5	5	0	O43760
NaN		high	819	90.556	NaN	11	11	0	Q13443
NaN		medium	474	53.291	NaN	4	4	0	Q16204
NaN		medium	359	39.694	NaN	3	3	0	Q96AQ8
NaN		low	532	60.198	NaN	1	1	0	P36894
NaN		low	184	20.987	NaN	1	8	0	P62834
NaN		high	343	37.54	NaN	9	9	0	Q8N2F6
NaN		high	323	35.709	NaN	9	9	0	P09758
NaN		high	462	52.432	NaN	10	10	0	Q6UW02
